transaction_id,card_id,timestamp,merchant_name,merchant_category,amount,channel,cardholder_country,merchant_country,device_id,fraud_score,final_fraud_decision,fraud_reasons_str,card_tx_count_10m,card_tx_count_1m,country_mismatch,is_high_risk_merchant,impossible_travel,micro_probe
tx_000063,card_003,2026-04-25 06:51:00,Provigo,grocery,48.14,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000056,card_003,2026-04-28 16:22:50,Desjardins ATM,atm,60.0,atm,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000057,card_003,2026-04-28 17:33:50,Disney+,subscription,15.99,online,CA,US,dev_d52ac3b8,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000061,card_003,2026-04-28 18:40:26,QuickPay Online,online_retail,74.47,online,CA,CA,dev_6fdbe52d,0,Approve,No flags,1.0,1.0,0,1,0,0
tx_000066,card_003,2026-04-29 13:48:16,Amazon.ca,online_retail,53.66,online,CA,CA,dev_d52ac3b8,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000068,card_003,2026-04-29 16:39:06,Netflix,subscription,13.99,online,CA,US,dev_6fdbe52d,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000062,card_003,2026-04-30 18:00:17,Shopify Merchant 2,online_retail,26.48,online,CA,CA,dev_6fdbe52d,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000073,card_003,2026-05-01 01:11:32,Shopify Merchant 1,online_retail,43.21,online,CA,CA,dev_d52ac3b8,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000055,card_003,2026-05-09 19:30:09,Loblaws,grocery,33.11,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000072,card_003,2026-05-10 09:19:18,eBay,online_retail,81.0,online,CA,US,dev_6fdbe52d,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000059,card_003,2026-05-12 02:49:55,Amazon.com,online_retail,49.05,online,CA,US,dev_6fdbe52d,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000069,card_003,2026-05-13 04:47:31,Netflix,subscription,9.99,online,CA,US,dev_6fdbe52d,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000065,card_003,2026-05-14 20:39:25,Cineplex,entertainment,43.74,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000067,card_003,2026-05-15 20:18:06,Netflix,subscription,19.99,online,CA,US,dev_6fdbe52d,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000070,card_003,2026-05-17 12:35:08,Spotify,subscription,11.99,online,CA,SE,dev_d52ac3b8,15,Approve,Country mismatch (CA card / SE merchant),1.0,1.0,1,0,0,0
tx_000071,card_003,2026-05-20 00:07:49,Amazon.ca,online_retail,61.8,online,CA,CA,dev_6fdbe52d,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000064,card_003,2026-05-20 08:55:21,Loblaws,grocery,24.42,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000060,card_003,2026-05-21 16:39:03,Amazon.ca,online_retail,136.88,online,CA,CA,dev_d52ac3b8,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000058,card_003,2026-05-23 21:26:52,Desjardins ATM,atm,40.0,atm,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000081,card_004,2026-04-25 00:32:37,Schwartz's,restaurant,160.55,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000075,card_004,2026-04-28 05:23:00,Desjardins ATM,atm,20.0,atm,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000083,card_004,2026-04-29 23:46:42,Spotify,subscription,19.99,online,CA,SE,dev_56520353,15,Approve,Country mismatch (CA card / SE merchant),1.0,1.0,1,0,0,0
tx_000084,card_004,2026-05-01 12:21:08,McDonald's,restaurant,33.15,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000077,card_004,2026-05-02 11:09:56,Tim Hortons,restaurant,65.41,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000085,card_004,2026-05-04 04:21:53,BMO ATM,atm,60.0,atm,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000078,card_004,2026-05-05 01:40:25,Desjardins ATM,atm,40.0,atm,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000087,card_004,2026-05-07 21:20:20,Desjardins ATM,atm,20.0,atm,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000088,card_004,2026-05-13 01:25:44,Esso,gas,20.09,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000076,card_004,2026-05-19 22:17:58,McDonald's,restaurant,23.59,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000079,card_004,2026-05-21 12:17:37,Joe Beef,restaurant,12.5,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000074,card_004,2026-05-21 13:32:08,Shell,gas,28.24,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000086,card_004,2026-05-23 06:56:32,Petro-Canada,gas,23.48,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000082,card_004,2026-05-23 11:00:57,Netflix,subscription,13.99,online,CA,US,dev_56520353,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000102,card_005,2026-04-27 14:29:34,Bell Canada,utilities,13.47,online,CA,CA,dev_379050df,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000091,card_005,2026-04-27 16:10:58,Etsy,online_retail,23.91,online,CA,US,dev_45d2fa60,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000101,card_005,2026-04-28 10:08:24,Loblaws,grocery,6.11,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000103,card_005,2026-04-29 21:47:56,Bell Canada,utilities,20.01,online,CA,CA,dev_379050df,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000099,card_005,2026-05-03 22:37:02,Amazon.com,online_retail,11.39,online,CA,US,dev_379050df,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000100,card_005,2026-05-09 01:16:46,Joe Beef,restaurant,15.01,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000090,card_005,2026-05-09 03:55:11,BMO ATM,atm,40.0,atm,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000089,card_005,2026-05-11 22:33:15,Whole Foods,grocery,47.26,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000092,card_005,2026-05-12 17:21:50,Joe Beef,restaurant,20.33,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000094,card_005,2026-05-12 21:13:38,Netflix,subscription,19.99,online,CA,US,dev_379050df,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000104,card_005,2026-05-13 01:14:09,Amazon.ca,online_retail,51.23,online,CA,CA,dev_379050df,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000097,card_005,2026-05-14 10:47:44,Whole Foods,grocery,7.21,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000096,card_005,2026-05-17 11:49:05,QuickPay Online,online_retail,13.77,online,CA,CA,dev_45d2fa60,0,Approve,No flags,1.0,1.0,0,1,0,0
tx_000095,card_005,2026-05-18 10:28:16,Netflix,subscription,19.99,online,CA,US,dev_45d2fa60,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000093,card_005,2026-05-22 11:48:40,Joe Beef,restaurant,16.22,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000114,card_006,2026-04-26 11:31:03,Shell,gas,85.7,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000111,card_006,2026-04-27 21:22:15,Etsy,online_retail,22.43,online,CA,US,dev_1321b774,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000110,card_006,2026-04-28 04:22:19,Cafe Olimpico,restaurant,42.9,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000108,card_006,2026-05-03 00:53:07,Spotify,subscription,9.99,online,CA,SE,dev_1321b774,15,Approve,Country mismatch (CA card / SE merchant),1.0,1.0,1,0,0,0
tx_000116,card_006,2026-05-03 13:57:37,Shopify Merchant 2,online_retail,55.3,online,CA,CA,dev_1321b774,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000120,card_006,2026-05-06 19:26:18,Cafe Olimpico,restaurant,90.87,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000117,card_006,2026-05-08 19:06:44,Joe Beef,restaurant,66.18,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000113,card_006,2026-05-08 19:34:03,Disney+,subscription,13.99,online,CA,US,dev_1321b774,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000112,card_006,2026-05-12 06:15:37,Cafe Olimpico,restaurant,31.98,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000105,card_006,2026-05-13 08:38:24,Etsy,online_retail,63.31,online,CA,US,dev_1321b774,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000115,card_006,2026-05-13 13:10:12,McDonald's,restaurant,107.83,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000119,card_006,2026-05-14 20:27:39,Tim Hortons,restaurant,81.06,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000106,card_006,2026-05-16 03:37:30,Esso,gas,16.32,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000118,card_006,2026-05-17 07:53:35,Schwartz's,restaurant,198.88,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000107,card_006,2026-05-17 13:06:41,McDonald's,restaurant,10.62,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000109,card_006,2026-05-24 03:23:33,Videotron,utilities,23.93,online,CA,CA,dev_1321b774,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000121,card_006,2026-05-24 08:14:33,Amazon.com,online_retail,25.13,online,CA,US,dev_1321b774,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000124,card_007,2026-04-27 15:39:26,Bell Canada,utilities,49.23,online,US,CA,dev_5d017d53,15,Approve,Country mismatch (US card / CA merchant),1.0,1.0,1,0,0,0
tx_000132,card_007,2026-04-28 08:49:10,Petro-Canada,gas,37.6,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000141,card_007,2026-04-28 14:57:11,Metro,grocery,24.16,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000142,card_007,2026-04-29 06:00:23,Videotron,utilities,54.22,online,US,CA,dev_5d017d53,15,Approve,Country mismatch (US card / CA merchant),1.0,1.0,1,0,0,0
tx_000127,card_007,2026-04-29 18:15:41,Provigo,grocery,45.67,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000140,card_007,2026-04-30 01:13:32,Bell Canada,utilities,52.34,online,US,CA,dev_5d017d53,15,Approve,Country mismatch (US card / CA merchant),1.0,1.0,1,0,0,0
tx_000143,card_007,2026-04-30 04:10:27,Hydro-Quebec,utilities,43.21,online,US,CA,dev_5d017d53,15,Approve,Country mismatch (US card / CA merchant),1.0,1.0,1,0,0,0
tx_000135,card_007,2026-04-30 08:21:18,Loblaws,grocery,46.88,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000129,card_007,2026-05-02 12:32:01,IGA,grocery,30.67,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000126,card_007,2026-05-04 05:57:01,Shell,gas,26.77,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000137,card_007,2026-05-04 19:00:19,Loblaws,grocery,8.81,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000133,card_007,2026-05-05 15:12:42,Desjardins ATM,atm,60.0,atm,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000128,card_007,2026-05-10 05:39:26,BMO ATM,atm,40.0,atm,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000130,card_007,2026-05-10 09:55:56,Loblaws,grocery,12.34,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000125,card_007,2026-05-10 19:13:29,IGA,grocery,19.14,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000134,card_007,2026-05-11 08:26:20,Hydro-Quebec,utilities,20.72,online,US,CA,dev_5d017d53,15,Approve,Country mismatch (US card / CA merchant),1.0,1.0,1,0,0,0
tx_000139,card_007,2026-05-12 09:26:43,RBC ATM,atm,40.0,atm,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000138,card_007,2026-05-13 12:37:18,Esso,gas,40.61,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000136,card_007,2026-05-14 05:44:30,RBC ATM,atm,40.0,atm,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000122,card_007,2026-05-14 12:13:17,RBC ATM,atm,40.0,atm,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_001002,card_007,2026-05-17 15:22:21,QuickPay Online,online_retail,820.61,online,US,CA,dev_399a3e32,75,Block / Review,"Country mismatch (US card / CA merchant); High-risk merchant, large amount ($820.61); Micro-probe pattern: prior 3 txs max $40.61, then $820.61 at QuickPay Online; Unusual pattern detected by ML model (Isolation Forest)",1.0,1.0,1,1,0,1
tx_000123,card_007,2026-05-21 16:52:19,Provigo,grocery,108.47,in_person,US,US,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000151,card_008,2026-04-26 02:10:03,Amazon.com,online_retail,31.89,online,CA,US,dev_a088f010,15,Approve,Country mismatch (CA card / US merchant),1.0,1.0,1,0,0,0
tx_000156,card_008,2026-04-26 10:26:15,Schwartz's,restaurant,84.46,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000161,card_008,2026-04-30 08:05:43,Esso,gas,86.69,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000145,card_008,2026-05-01 17:15:56,Chevron,gas,19.72,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000164,card_008,2026-05-05 17:42:53,Metro,grocery,33.76,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000157,card_008,2026-05-06 11:13:08,McDonald's,restaurant,25.75,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000149,card_008,2026-05-10 22:58:54,Metro,grocery,96.96,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000165,card_008,2026-05-13 14:05:58,IGA,grocery,25.33,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000147,card_008,2026-05-15 00:48:41,Cafe Olimpico,restaurant,18.7,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000154,card_008,2026-05-17 14:07:55,Shopify Merchant 2,online_retail,29.46,online,CA,CA,dev_a088f010,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000162,card_008,2026-05-17 18:02:24,Whole Foods,grocery,17.73,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000166,card_008,2026-05-19 17:30:23,Chipotle,restaurant,18.64,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
tx_000160,card_008,2026-05-19 17:56:45,Joe Beef,restaurant,21.06,in_person,CA,CA,PHYSICAL_STORE,0,Approve,No flags,1.0,1.0,0,0,0,0
